CityName,CityCode,Rainfall,Time
Birmingham,J01000007,0.0920447285081012,2019-01-01
Birmingham,J01000007,0.005220249351816704,2019-01-02
Birmingham,J01000007,0.0,2019-01-03
Birmingham,J01000007,2.086400452656199e-05,2019-01-04
Birmingham,J01000007,0.0,2019-01-05
Birmingham,J01000007,0.0,2019-01-06
Birmingham,J01000007,0.005701694419029188,2019-01-07
Birmingham,J01000007,0.0008778210636093637,2019-01-08
Birmingham,J01000007,0.0027253299292670096,2019-01-09
Birmingham,J01000007,0.09064252036609624,2019-01-10
Birmingham,J01000007,0.2174875559071455,2019-01-11
Birmingham,J01000007,0.09571872431482176,2019-01-12
Birmingham,J01000007,0.020428494525157485,2019-01-13
Birmingham,J01000007,0.18987359980519586,2019-01-14
Birmingham,J01000007,0.8496628486749808,2019-01-15
Birmingham,J01000007,4.602302656627025,2019-01-16
Birmingham,J01000007,0.006888330606977215,2019-01-17
Birmingham,J01000007,4.2373753662655105,2019-01-18
Birmingham,J01000007,0.45571009307896027,2019-01-19
Birmingham,J01000007,0.004016807012006988,2019-01-20
Birmingham,J01000007,2.7608528392607252,2019-01-21
Birmingham,J01000007,1.898379161215211,2019-01-22
Birmingham,J01000007,0.8840117895727081,2019-01-23
Birmingham,J01000007,0.3908180920475076,2019-01-24
Birmingham,J01000007,0.023296831566195754,2019-01-25
Birmingham,J01000007,6.177285001760352,2019-01-26
Birmingham,J01000007,0.012122203266884093,2019-01-27
Birmingham,J01000007,0.0005786828953665771,2019-01-28
Birmingham,J01000007,5.28800338610785,2019-01-29
Birmingham,J01000007,0.11415262628192496,2019-01-30
Birmingham,J01000007,0.050687954595620206,2019-01-31
Birmingham,J01000007,0.006159711430845718,2019-02-01
Birmingham,J01000007,0.002565990123257287,2019-02-02
Birmingham,J01000007,4.801355887704184,2019-02-03
Birmingham,J01000007,0.05624652289382334,2019-02-04
Birmingham,J01000007,2.4838644124694675,2019-02-05
Birmingham,J01000007,5.732846154661904,2019-02-06
Birmingham,J01000007,0.15846234985029944,2019-02-07
Birmingham,J01000007,5.135039787546722,2019-02-08
Birmingham,J01000007,10.822830566348896,2019-02-09
Birmingham,J01000007,0.7689609843312187,2019-02-10
Birmingham,J01000007,0.13593155730137488,2019-02-11
Birmingham,J01000007,0.002659809216946999,2019-02-12
Birmingham,J01000007,0.03894660478496812,2019-02-13
Birmingham,J01000007,0.006629189425896618,2019-02-14
Birmingham,J01000007,0.018255450683932303,2019-02-15
Birmingham,J01000007,0.0003180312010513418,2019-02-16
Birmingham,J01000007,0.06901221645338389,2019-02-17
Birmingham,J01000007,0.7269588745614293,2019-02-18
Birmingham,J01000007,0.36166143917049,2019-02-19
Birmingham,J01000007,0.016683629367398513,2019-02-20
Birmingham,J01000007,0.10449378760315385,2019-02-21
Birmingham,J01000007,0.035124082097969085,2019-02-22
Birmingham,J01000007,0.04215824246559455,2019-02-23
Birmingham,J01000007,0.005010395843437896,2019-02-24
Birmingham,J01000007,0.017171485046482478,2019-02-25
Birmingham,J01000007,9.633927404720504e-05,2019-02-26
Birmingham,J01000007,0.0036858620494706904,2019-02-27
Birmingham,J01000007,4.292102360381983,2019-02-28
Birmingham,J01000007,0.1672985669285655,2019-03-01
Birmingham,J01000007,0.6351346989486365,2019-03-02
Birmingham,J01000007,3.9175190595516556,2019-03-03
Birmingham,J01000007,0.558880990920005,2019-03-04
Birmingham,J01000007,17.577305722070165,2019-03-05
Birmingham,J01000007,3.763990965024156,2019-03-06
Birmingham,J01000007,4.526828611078097,2019-03-07
Birmingham,J01000007,0.9825297872057803,2019-03-08
Birmingham,J01000007,9.247631451783265,2019-03-09
Birmingham,J01000007,0.7398267328627687,2019-03-10
Birmingham,J01000007,0.8874878090480673,2019-03-11
Birmingham,J01000007,13.468958539428536,2019-03-12
Birmingham,J01000007,4.120108435320184,2019-03-13
Birmingham,J01000007,0.4241150912893151,2019-03-14
Birmingham,J01000007,2.2120695917421114,2019-03-15
Birmingham,J01000007,5.57706767188109,2019-03-16
Birmingham,J01000007,1.3039915991260003,2019-03-17
Birmingham,J01000007,0.8792312678042185,2019-03-18
Birmingham,J01000007,0.00010528788727778042,2019-03-19
Birmingham,J01000007,0.00022544116129041256,2019-03-20
Birmingham,J01000007,0.0,2019-03-21
Birmingham,J01000007,0.0,2019-03-22
Birmingham,J01000007,0.0,2019-03-23
Birmingham,J01000007,0.04549633935936639,2019-03-24
Birmingham,J01000007,0.0,2019-03-25
Birmingham,J01000007,0.0,2019-03-26
Birmingham,J01000007,3.6119537298410005e-06,2019-03-27
Birmingham,J01000007,0.0008122556749825011,2019-03-28
Birmingham,J01000007,0.000691872020505474,2019-03-29
Birmingham,J01000007,3.6119537298410005e-06,2019-03-30
Birmingham,J01000007,0.0,2019-03-31
Birmingham,J01000007,2.441348104164594,2019-04-01
Birmingham,J01000007,1.7260763523628733,2019-04-02
Birmingham,J01000007,1.6997166353396764,2019-04-03
Birmingham,J01000007,9.91914271598148,2019-04-04
Birmingham,J01000007,0.005223865522047261,2019-04-05
Birmingham,J01000007,0.0004993378539178135,2019-04-06
Birmingham,J01000007,0.003665891337159135,2019-04-07
Birmingham,J01000007,1.198766392115282,2019-04-08
Birmingham,J01000007,0.0029237621025226057,2019-04-09
Birmingham,J01000007,9.740442449440201e-05,2019-04-10
Birmingham,J01000007,4.4308755349280785e-06,2019-04-11
Birmingham,J01000007,0.0,2019-04-12
Birmingham,J01000007,0.0,2019-04-13
Birmingham,J01000007,0.0,2019-04-14
Birmingham,J01000007,2.423338430691444e-05,2019-04-15
Birmingham,J01000007,0.34842975705598406,2019-04-16
Birmingham,J01000007,5.392292256674067e-05,2019-04-17
Birmingham,J01000007,0.0,2019-04-18
Birmingham,J01000007,0.0,2019-04-19
Birmingham,J01000007,0.0,2019-04-20
Birmingham,J01000007,0.0,2019-04-21
Birmingham,J01000007,0.0,2019-04-22
Birmingham,J01000007,0.0,2019-04-23
Birmingham,J01000007,3.2531952292326176,2019-04-24
Birmingham,J01000007,3.2093144477256677,2019-04-25
Birmingham,J01000007,3.165550519779566,2019-04-26
Birmingham,J01000007,1.4330026203530963,2019-04-27
Birmingham,J01000007,0.00027259855007998247,2019-04-28
Birmingham,J01000007,0.0004459207684566696,2019-04-29
Birmingham,J01000007,0.09084552564540803,2019-04-30
Birmingham,J01000007,1.117666579635757,2019-05-01
Birmingham,J01000007,4.2974083758738155,2019-05-02
Birmingham,J01000007,4.244852629140017,2019-05-03
Birmingham,J01000007,0.038210351174323434,2019-05-04
Birmingham,J01000007,0.00036743464769400187,2019-05-05
Birmingham,J01000007,0.002351218264165821,2019-05-06
Birmingham,J01000007,10.069946671623724,2019-05-07
Birmingham,J01000007,12.233247096162597,2019-05-08
